bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
715024,1152,SB5875,1,Introduced,2015-02-06,"Concerning Washington's property assessment appeal procedures.","Concerning Washington's property assessment appeal procedures.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5875/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5875&year=2015
715201,1152,SB5876,1,Introduced,2015-02-06,"Concerning the imposition of a filing charge for certain property assessment appeal petitions.","Concerning the imposition of a filing charge for certain property assessment appeal petitions.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5876/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5876&year=2015
715108,1152,SB5877,4,Passed,2015-05-14,"Concerning due process for adult family home licensees.","Concerning due process for adult family home licensees.",0,,2015-05-14,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5877/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5877&year=2015
715144,1152,SB5878,1,Introduced,2015-02-06,"Concerning nonresident vessel permits and taxation.","Concerning nonresident vessel permits and taxation.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5878/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5878&year=2015
715127,1152,SB5879,4,Passed,2016-03-29,"Concerning early intervention services for infants and toddlers with disabilities and their families.","Concerning early intervention services for infants and toddlers with disabilities and their families.",0,,2016-03-29,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/SB5879/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5879&year=2015
716390,1152,SB5880,1,Introduced,2015-02-09,"Enacting the Washington human trafficking reporting act.","Enacting the Washington human trafficking reporting act.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5880/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5880&year=2015
716104,1152,SB5881,4,Passed,2015-04-24,"Providing a group fishing permit for certain programs for at-risk youth.","Providing a group fishing permit for certain programs for at-risk youth.",0,,2015-04-24,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5881/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5881&year=2015
716220,1152,SB5882,1,Introduced,2015-02-09,"Concerning education and training for building officials.","Concerning education and training for building officials.",2765,"Senate Commerce & Labor",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5882/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5882&year=2015
716249,1152,SB5883,1,Introduced,2015-02-09,"Requiring that human trafficking information be posted in public restrooms.","Requiring that human trafficking information be posted in public restrooms.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5883/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5883&year=2015
716233,1152,SB5884,4,Passed,2015-05-14,"Concerning the trafficking of persons.","Concerning the trafficking of persons.",0,,2015-05-14,"Effective date 5/14/2015.",https://legiscan.com/WA/bill/SB5884/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5884&year=2015
716399,1152,SB5885,1,Introduced,2015-02-09,"Enhancing the safety of employees working for western state hospital and eastern state hospital through collective bargaining and binding interest arbitration.","Enhancing the safety of employees working for western state hospital and eastern state hospital through collective bargaining and binding interest arbitration.",2765,"Senate Commerce & Labor",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5885/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5885&year=2015
716168,1152,SB5886,1,Introduced,2015-02-09,"Concerning the 1063 block replacement project.","Concerning the 1063 block replacement project.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5886/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5886&year=2015
716299,1152,SB5887,4,Passed,2015-04-24,"Lengthening the maximum terms of leases entered into by the director of enterprise services in certain counties.","Lengthening the maximum terms of leases entered into by the director of enterprise services in certain counties.",0,,2015-04-24,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5887/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5887&year=2015
716284,1152,SB5888,4,Passed,2015-05-18,"Concerning near fatality incidents of children who have received services from the department of social and health services.","Concerning near fatality incidents of children who have received services from the department of social and health services.",0,,2015-05-18,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5888/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5888&year=2015
716343,1152,SB5889,4,Passed,2015-03-12,"Concerning timeliness of competency evaluation and restoration services.","Concerning timeliness of competency evaluation and restoration services.",0,,2015-03-12,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5889/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5889&year=2015
716038,1152,SB5890,1,Introduced,2015-02-09,"Concerning an educational employee salary allocation schedule.","Concerning an educational employee salary allocation schedule.",949,"Senate Early Learning & K-12 Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5890/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5890&year=2015
716068,1152,SB5891,1,Introduced,2015-02-09,"Prohibiting the sale and commercial display of human remains.","Prohibiting the sale and commercial display of human remains.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5891/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5891&year=2015
716395,1152,SB5892,1,Introduced,2015-02-09,"Encouraging reliable distributed solar energy.","Encouraging reliable distributed solar energy.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5892/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5892&year=2015
716127,1152,SB5893,4,Passed,2015-05-18,"Addressing the nonemployee status of athletes in amateur sports. (<b>REVISED FOR ENGROSSED</b>: Addressing the nonemployee status of athletes affiliated with the Western Hockey League. )","Addressing the nonemployee status of athletes in amateur sports. (<b>REVISED FOR ENGROSSED</b>: Addressing the nonemployee status of athletes affiliated with the Western Hockey League. )",0,,2015-05-18,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5893/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5893&year=2015
716115,1152,SB5894,2,Engrossed,2016-02-16,"Addressing unlawful activities on certain properties.","Addressing unlawful activities on certain properties.",960,"Senate Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5894/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5894&year=2015
716151,1152,SB5895,1,Introduced,2015-02-09,"Concerning employers' responsibility for the medical assistance costs of employees.","Concerning employers' responsibility for the medical assistance costs of employees.",2765,"Senate Commerce & Labor",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5895/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5895&year=2015
716356,1152,SB5896,1,Introduced,2015-02-09,"Concerning the distribution of liquor revenues to local jurisdictions.","Concerning the distribution of liquor revenues to local jurisdictions.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5896/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5896&year=2015
716315,1152,SB5897,4,Passed,2015-04-24,"Requiring costs for the examination of a suspected victim of assault of a child to be paid by the state.","Requiring costs for the examination of a suspected victim of assault of a child to be paid by the state.",0,,2015-04-24,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5897/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5897&year=2015
716379,1152,SB5898,1,Introduced,2015-02-09,"Modifying Washington homeless client management information system requirements and policies.","Modifying Washington homeless client management information system requirements and policies.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5898/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5898&year=2015
716172,1152,SB5899,2,Engrossed,2015-03-10,"Addressing small loans and small consumer installment loans.","Addressing small loans and small consumer installment loans.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5899/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5899&year=2015
716182,1152,SB5900,1,Introduced,2015-02-09,"Prohibiting certain limitations on the hosting of the homeless by religious organizations.","Prohibiting certain limitations on the hosting of the homeless by religious organizations.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5900/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5900&year=2015
716194,1152,SB5901,1,Introduced,2015-02-09,"Modifying headlight use requirements.","Modifying headlight use requirements.",961,"Senate Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5901/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5901&year=2015
716049,1152,SB5902,1,Introduced,2015-02-09,"Concerning the sale of department of transportation surplus property.","Concerning the sale of department of transportation surplus property.",961,"Senate Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5902/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5902&year=2015
716189,1152,SB5903,2,Engrossed,2015-03-02,"Restricting certain methods of selling marijuana.","Restricting certain methods of selling marijuana.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5903/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5903&year=2015
716211,1152,SB5904,1,Introduced,2015-02-09,"Providing a public utilities tax credit for forest derived biomass used to produce energy.","Providing a public utilities tax credit for forest derived biomass used to produce energy.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5904/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5904&year=2015
716095,1152,SB5905,1,Introduced,2015-02-09,"Concerning special education services and programs.","Concerning special education services and programs.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5905/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5905&year=2015
716325,1152,SB5906,1,Introduced,2015-02-09,"Removing disincentives to the voluntary formation of regional fire protection service authorities by equalizing certain provisions with existing laws governing fire protection districts and by clarifying the formation process.","Removing disincentives to the voluntary formation of regional fire protection service authorities by equalizing certain provisions with existing laws governing fire protection districts and by clarifying the formation process.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5906/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5906&year=2015
716054,1152,SB5907,1,Introduced,2015-02-09,"Creating a sales and use tax exemption for technology sold to, or used in, public schools.","Creating a sales and use tax exemption for technology sold to, or used in, public schools.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5907/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5907&year=2015
716091,1152,SB5908,1,Introduced,2015-02-09,"Concerning restraint or isolation of students, including students with disabilities, in public schools.","Concerning restraint or isolation of students, including students with disabilities, in public schools.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5908/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5908&year=2015
716198,1152,SB5909,1,Introduced,2015-02-09,"Concerning health care access and medical and dental education.","Concerning health care access and medical and dental education.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5909/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5909&year=2015
716279,1152,SB5910,1,Introduced,2015-02-09,"Concerning waiver of the fundamentals of engineering examination.","Concerning waiver of the fundamentals of engineering examination.",2765,"Senate Commerce & Labor",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5910/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5910&year=2015
719076,1152,SB5911,1,Introduced,2015-02-10,"Addressing veterans' preferences.","Addressing veterans' preferences.",3259,"Senate Government Operations & Security",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5911/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5911&year=2015
719099,1152,SB5912,1,Introduced,2015-02-10,"Bringing Washington state government contracting provisions into compliance with federal law as it relates to small works bonding requirements.","Bringing Washington state government contracting provisions into compliance with federal law as it relates to small works bonding requirements.",3259,"Senate Government Operations & Security",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5912/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5912&year=2015
719140,1152,SB5913,1,Introduced,2015-02-10,"Permitting members of the public employees' retirement system employed in positions included in the public safety employees' retirement system to elect to become members of the public safety employees' retirement system for future periods of service.","Permitting members of the public employees' retirement system employed in positions included in the public safety employees' retirement system to elect to become members of the public safety employees' retirement system for future periods of service.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5913/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5913&year=2015
719066,1152,SB5914,2,Engrossed,2015-03-05,"Addressing local authority in the regulation of fireworks.","Addressing local authority in the regulation of fireworks.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5914/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5914&year=2015
718925,1152,SB5915,2,Engrossed,2015-03-11,"Concerning dynamic fiscal impact statements.","Concerning dynamic fiscal impact statements.",960,"Senate Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5915/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5915&year=2015
719117,1152,SB5916,1,Introduced,2015-02-10,"Enacting the tourism marketing act.","Enacting the tourism marketing act.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5916/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5916&year=2015
718979,1152,SB5917,1,Introduced,2015-02-10,"Establishing special license endorsements for cigar lounges and retail tobacconist shops.","Establishing special license endorsements for cigar lounges and retail tobacconist shops.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5917/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5917&year=2015
719177,1152,SB5918,1,Introduced,2015-02-10,"Revising county road vacation authority.","Revising county road vacation authority.",3259,"Senate Government Operations & Security",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5918/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5918&year=2015
718964,1152,SB5919,2,Engrossed,2015-03-04,"Concerning informed decision making for death with dignity decisions.","Concerning informed decision making for death with dignity decisions.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5919/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5919&year=2015
719166,1152,SB5920,1,Introduced,2015-02-10,"Changing the time for filing initiative measures.","Changing the time for filing initiative measures.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5920/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5920&year=2015
721592,1152,SB5921,2,Engrossed,2015-03-11,"Preserving the common law interpretation and application of the vested rights doctrine. (<b>REVISED FOR ENGROSSED</b>: Increasing certainty and predictability in the land use permit process. )","Preserving the common law interpretation and application of the vested rights doctrine. (<b>REVISED FOR ENGROSSED</b>: Increasing certainty and predictability in the land use permit process. )",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5921/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5921&year=2015
721188,1152,SB5922,1,Introduced,2015-02-11,"Concerning school programs for highly capable students.","Concerning school programs for highly capable students.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5922/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5922&year=2015
721222,1152,SB5923,4,Passed,2015-05-11,"Promoting economic recovery in the construction industry.","Promoting economic recovery in the construction industry.",0,,2015-05-11,"Effective date 9/1/2016.",https://legiscan.com/WA/bill/SB5923/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5923&year=2015
721175,1152,SB5924,1,Introduced,2015-02-11,"Concerning costs related to managed health care systems providing integrated medical and behavioral health services in a regional service area.","Concerning costs related to managed health care systems providing integrated medical and behavioral health services in a regional service area.",3157,"Senate Human Services, Mental Health & Housing",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5924/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5924&year=2015
721245,1152,SB5925,1,Introduced,2015-02-11,"Concerning diversion of nonfelony charges when a party has raised the issue of competency to stand trial.","Concerning diversion of nonfelony charges when a party has raised the issue of competency to stand trial.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5925/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5925&year=2015
721214,1152,SB5926,1,Introduced,2015-02-11,"Concerning paint stewardship.","Concerning paint stewardship.",2766,"Senate Energy, Environment & Telecommunications",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5926/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5926&year=2015
721534,1152,SB5927,1,Introduced,2015-02-11,"Exempting school districts from the state portion of sales and use taxes on school construction.","Exempting school districts from the state portion of sales and use taxes on school construction.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5927/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5927&year=2015
721451,1152,SB5928,4,Passed,2016-04-18,"Relating to education.","Relating to education.",0,,2016-04-18,"Effective date 6/28/2016.",https://legiscan.com/WA/bill/SB5928/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5928&year=2015
721440,1152,SB5929,1,Introduced,2015-02-11,"Concerning state-owned aquatic lands.","Concerning state-owned aquatic lands.",2772,"Senate Natural Resources & Parks",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5929/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5929&year=2015
721338,1152,SB5930,1,Introduced,2015-02-11,"Requiring music education in elementary schools.","Requiring music education in elementary schools.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5930/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5930&year=2015
721464,1152,SB5931,1,Introduced,2015-02-11,"Exempting from the prevailing wage laws work performed or funded for projects involved in gang prevention.","Exempting from the prevailing wage laws work performed or funded for projects involved in gang prevention.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5931/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5931&year=2015
721302,1152,SB5932,1,Introduced,2015-02-11,"Creating the office of homeless youth prevention programs.","Creating the office of homeless youth prevention programs.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5932/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5932&year=2015
721140,1152,SB5933,4,Passed,2015-04-24,"Establishing a statewide training program on human trafficking laws for criminal justice personnel.","Establishing a statewide training program on human trafficking laws for criminal justice personnel.",0,,2015-04-24,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5933/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5933&year=2015
721163,1152,SB5934,1,Introduced,2015-02-11,"Creating a joint legislative task force on fostering innovation and retaining and creating jobs in Washington.","Creating a joint legislative task force on fostering innovation and retaining and creating jobs in Washington.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5934/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5934&year=2015
721492,1152,SB5935,4,Passed,2015-05-11,"Concerning biological products.","Concerning biological products.",0,,2015-05-11,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5935/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5935&year=2015
721327,1152,SB5936,1,Introduced,2015-02-11,"Modifying who qualifies for the rebate program of certain transportation benefit districts.","Modifying who qualifies for the rebate program of certain transportation benefit districts.",961,"Senate Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5936/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5936&year=2015
721314,1152,SB5937,2,Engrossed,2016-02-16,"Addressing the farm internship pilot project.","Addressing the farm internship pilot project.",960,"Senate Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5937/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5937&year=2015
724237,1152,SB5938,1,Introduced,2015-02-12,"Providing for the partial delisting of the gray wolf by the fish and wildlife commission.","Providing for the partial delisting of the gray wolf by the fish and wildlife commission.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5938/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5938&year=2015
723950,1152,SB5939,1,Introduced,2015-02-12,"Establishing the family medicine residency training program.","Establishing the family medicine residency training program.",2769,"Senate Health Care",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5939/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5939&year=2015
723946,1152,SB5940,1,Introduced,2015-02-12,"Concerning a pilot program for cougar control.","Concerning a pilot program for cougar control.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5940/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5940&year=2015
724055,1152,SB5941,2,Engrossed,2015-03-04,"Concerning certification of adjunct faculty as common school substitute teachers.","Concerning certification of adjunct faculty as common school substitute teachers.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5941/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5941&year=2015
724073,1152,SB5942,1,Introduced,2015-02-12,"Concerning an outcome evaluation of the national guard youth challenge program.","Concerning an outcome evaluation of the national guard youth challenge program.",962,"Senate Ways & Means",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5942/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5942&year=2015
723967,1152,SB5943,1,Introduced,2015-02-12,"Changing the time for filing initiative measures.","Changing the time for filing initiative measures.",3259,"Senate Government Operations & Security",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5943/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5943&year=2015
724181,1152,SB5944,2,Engrossed,2015-03-05,"Implementing the periodic review of state spending programs.","Implementing the periodic review of state spending programs.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5944/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5944&year=2015
724028,1152,SB5945,1,Introduced,2015-02-12,"Concerning protection of incapacitated persons and vulnerable adults.","Concerning protection of incapacitated persons and vulnerable adults.",2771,"Senate Law & Justice",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5945/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5945&year=2015
724113,1152,SB5946,1,Introduced,2015-02-12,"Establishing a comprehensive initiative to expand learning opportunities and improve educational outcomes for students with disabilities in Washington state using multiple strategies and statewide partnerships.","Establishing a comprehensive initiative to expand learning opportunities and improve educational outcomes for students with disabilities in Washington state using multiple strategies and statewide partnerships.",949,"Senate Early Learning & K-12 Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5946/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5946&year=2015
724105,1152,SB5947,1,Introduced,2015-02-12,"Creating a training program in integrated care psychiatry.","Creating a training program in integrated care psychiatry.",2769,"Senate Health Care",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5947/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5947&year=2015
724156,1152,SB5948,1,Introduced,2015-02-12,"Creating Washington state wrestling special license plates.","Creating Washington state wrestling special license plates.",961,"Senate Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5948/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5948&year=2015
723978,1152,SB5949,1,Introduced,2015-02-12,"Limiting the expenditure of funds on the Alaskan Way viaduct replacement project.","Limiting the expenditure of funds on the Alaskan Way viaduct replacement project.",961,"Senate Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5949/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5949&year=2015
724047,1152,SB5950,1,Introduced,2015-02-12,"Ensuring the accuracy of prevailing wage survey data provided by interested parties.","Ensuring the accuracy of prevailing wage survey data provided by interested parties.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5950/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5950&year=2015
724070,1152,SB5951,1,Introduced,2015-02-12,"Creating a pilot project to determine the prevailing wage of certain trades.","Creating a pilot project to determine the prevailing wage of certain trades.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5951/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5951&year=2015
724208,1152,SB5952,1,Introduced,2015-02-12,"Creating an exemption from the intents and affidavits requirements when paying prevailing wages.","Creating an exemption from the intents and affidavits requirements when paying prevailing wages.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5952/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5952&year=2015
724146,1152,SB5953,1,Introduced,2015-02-12,"Exempting from the prevailing wage laws work performed or funded by nonprofit organizations.","Exempting from the prevailing wage laws work performed or funded by nonprofit organizations.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5953/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5953&year=2015
724118,1152,SB5954,4,Passed,2015-07-06,"Reducing tuition.","Reducing tuition.",0,,2015-07-06,"Chapter 36, 2015 Laws 3rd Special Session.",https://legiscan.com/WA/bill/SB5954/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5954&year=2015
724141,1152,SB5955,1,Introduced,2015-02-12,"Reimbursing the criminal justice training commission for basic law enforcement training.","Reimbursing the criminal justice training commission for basic law enforcement training.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5955/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5955&year=2015
725849,1152,SB5956,1,Introduced,2015-02-13,"Limiting defenses based on victim identity.","Limiting defenses based on victim identity.",2771,"Senate Law & Justice",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/SB5956/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5956&year=2015
725928,1152,SB5957,4,Passed,2015-05-11,"Creating a pedestrian fatality and serious injury review panel.","Creating a pedestrian fatality and serious injury review panel.",0,,2015-05-11,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/SB5957/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=5957&year=2015
